data,rgh,temperatura,humedad,velocidad
2/3/2019 0:18:00,-10.91,25.45,85.5,0
2/3/2019 0:21:00,-10.78,25.3,85.6,0.093
2/3/2019 0:24:00,-10.79,25.09,86.4,0.532
2/3/2019 0:27:00,-10.67,25.23,86.6,0.554
2/3/2019 0:30:00,-10.39,25.11,86,0.675
2/3/2019 0:33:00,-10.21,25.2,86.1,0.988
2/3/2019 0:36:00,-10.58,25.13,86,0.298
2/3/2019 0:39:00,-10.42,25.09,86.7,1.178
2/3/2019 0:42:00,-10.37,24.99,86.7,1.119
2/3/2019 0:45:00,-10.42,25.07,86.2,1.161
2/3/2019 0:48:00,-10.72,25.22,85.8,0.135
2/3/2019 0:51:00,-10.71,25.14,86.7,0.803
2/3/2019 0:54:00,-10.24,24.97,87.2,0.965
2/3/2019 0:57:00,-10.22,25.04,86.6,0.592
2/3/2019 1:00:00,-10.28,24.99,87.1,0.707
2/3/2019 1:03:00,-10.21,24.97,86.7,0.031
2/3/2019 1:06:00,-10.4,25.07,86.9,0.065
2/3/2019 1:09:00,-10.71,25.15,86.4,0
2/3/2019 1:12:00,-10.44,25.05,87.2,0.532
2/3/2019 1:15:00,-10.56,24.99,86.5,1.042
2/3/2019 1:18:00,-10.69,25.19,86.6,0.671
2/3/2019 1:21:00,-10.79,25.19,86.2,0.484
2/3/2019 1:24:00,-10.99,24.99,87.3,0
2/3/2019 1:27:00,-10.98,25.14,87.1,0
2/3/2019 1:30:00,-10.89,24.99,87,0
2/3/2019 1:33:00,-10.81,24.97,87.2,0.007
2/3/2019 1:36:00,-10.78,24.91,87.5,0.923
2/3/2019 1:39:00,-10.87,25.01,87.2,1.21
2/3/2019 1:42:00,-10.8,24.92,87.4,1.222
2/3/2019 1:45:00,-10.97,24.85,88.2,0.677
2/3/2019 1:48:00,-10.82,24.97,87.7,0.662
2/3/2019 1:51:00,-10.58,24.79,88.3,0.598
2/3/2019 1:54:00,-10.58,24.7,89.1,0
2/3/2019 1:57:00,-10.58,24.58,89.5,0.573
2/3/2019 2:00:00,-10.26,24.57,89,0.444
2/3/2019 2:03:00,-10.1,24.63,88.4,0.788
2/3/2019 2:06:00,-9.97,24.81,88,0.671
2/3/2019 2:09:00,-10.2,24.87,87.8,0.329
2/3/2019 2:12:00,-10.37,24.86,88.1,0.062
2/3/2019 2:15:00,-10.64,24.88,88.7,0
2/3/2019 2:18:00,-10.8,24.85,88.1,0
2/3/2019 2:21:00,-10.69,24.9,88.4,0
2/3/2019 2:24:00,-10.87,24.75,88.4,0
2/3/2019 2:27:00,-10.79,24.9,87.7,0.168
2/3/2019 2:30:00,-10.61,24.91,88.3,0.206
2/3/2019 2:33:00,-10.36,24.85,88.4,0
2/3/2019 2:36:00,-10.22,24.92,88.3,0.122
2/3/2019 2:39:00,-10.25,24.9,88.3,0
2/3/2019 2:42:00,-10.55,24.93,88.3,0
2/3/2019 2:45:00,-10.43,25.07,88.2,0
2/3/2019 2:48:00,-10.56,24.97,88,0.243
2/3/2019 2:51:00,-10.38,25.13,88.4,1.059
2/3/2019 2:54:00,-10.2,24.96,88.5,1.21
2/3/2019 2:57:00,-10.03,24.95,88.7,0.75
2/3/2019 3:00:00,-9.91,25.03,88.8,1.705
2/3/2019 3:03:00,-10.14,24.92,88.5,1.109
2/3/2019 3:06:00,-10.41,24.97,88.3,0.992
2/3/2019 3:09:00,-10.48,24.9,89.2,0.191
2/3/2019 3:12:00,-10.56,24.9,89.3,0.011
2/3/2019 3:15:00,-10.57,24.92,89.1,0.003
2/3/2019 3:18:00,-10.6,25.04,88.7,0
2/3/2019 3:21:00,-10.47,24.99,87.8,0
2/3/2019 3:24:00,-10.79,25.02,89.2,0
2/3/2019 3:27:00,-10.94,25.02,87.6,0.029
2/3/2019 3:30:00,-10.92,24.98,89.5,0
2/3/2019 3:33:00,-10.72,24.84,89.6,0.636
2/3/2019 3:36:00,-10.61,24.81,89.8,0.306
2/3/2019 3:39:00,-10.58,24.83,89.6,0
2/3/2019 3:42:00,-10.59,24.97,89.3,0
2/3/2019 3:45:00,-10.41,25.04,89.5,0
2/3/2019 3:48:00,-10.16,24.84,90.2,0.376
2/3/2019 3:51:00,-10.21,24.84,90.1,0.531
2/3/2019 3:54:00,-10.21,24.92,90.5,0.398
2/3/2019 3:57:00,-10.4,24.79,90.8,0.269
2/3/2019 4:00:00,-10.18,24.87,90.6,0.162
2/3/2019 4:03:00,-10.35,24.92,90.3,0.065
2/3/2019 4:06:00,-10.44,24.98,90.5,0.214
2/3/2019 4:09:00,-10.13,24.98,90.9,0.396
2/3/2019 4:12:00,-10.17,24.93,90.9,0.007
2/3/2019 4:15:00,-10.04,24.88,91.1,0.026
2/3/2019 4:18:00,-9.88,24.91,91.1,0.737
2/3/2019 4:21:00,-10.2,25,90.3,0.276
2/3/2019 4:24:00,-10.82,25.02,91,0
2/3/2019 4:27:00,-10.79,24.98,91.5,0.218
2/3/2019 4:30:00,-10.59,24.83,91.7,0.735
2/3/2019 4:33:00,-10.4,24.88,92.1,0.849
2/3/2019 4:36:00,-10.56,24.7,92,0.345
2/3/2019 4:39:00,-10.35,24.77,92.1,0.871
2/3/2019 4:42:00,-10.18,24.82,92.2,0.957
2/3/2019 4:45:00,-10.53,24.76,91.8,0.511
2/3/2019 4:48:00,-10.51,24.86,91.7,0.745
2/3/2019 4:51:00,-10.53,24.99,91.5,0.597
2/3/2019 4:54:00,-10.4,24.84,91.8,0.651
2/3/2019 4:57:00,-10.53,24.96,91.5,0.681
2/3/2019 5:00:00,-10.59,25.17,89.5,0.732
2/3/2019 5:03:00,-10.4,25.04,90,0.261
2/3/2019 5:06:00,-10.41,25.05,89.3,1.348
2/3/2019 5:09:00,-10.51,25.01,89.5,1.397
2/3/2019 5:12:00,-10.44,25.07,89.3,1.063
2/3/2019 5:15:00,-10.3,25.14,89.2,1.372
2/3/2019 5:18:00,-9.78,25.02,88.7,2.211
2/3/2019 5:21:00,-9.9,25.12,88.5,1.25
2/3/2019 5:24:00,-9.22,25.06,87.9,2.808
2/3/2019 5:27:00,-9.37,25.12,87.9,1.121
2/3/2019 5:30:00,-9.43,25.21,87.5,1.794
2/3/2019 5:33:00,-9.22,25.06,87.7,1.918
2/3/2019 5:36:00,-9.58,25.1,87.7,1.346
2/3/2019 5:39:00,-9.57,25.07,87.9,1.444
2/3/2019 5:42:00,-9.75,24.97,88,2.176
2/3/2019 5:45:00,-9.97,25.01,87.6,0.382
2/3/2019 5:48:00,-9.95,25,87.9,1.286
2/3/2019 5:51:00,-10.13,24.97,87.8,1.749
2/3/2019 5:54:00,-9.86,24.95,87.2,1.279
2/3/2019 5:57:00,-9.99,24.99,87.6,0.828
2/3/2019 6:00:00,-9.93,24.93,86.8,0.32
2/3/2019 6:03:00,-10.42,24.83,88.5,0.669
2/3/2019 6:06:00,-10.43,24.82,88.3,0.251
2/3/2019 6:09:00,-10.45,24.83,88,0.583
2/3/2019 6:12:00,-10.48,24.88,87.5,1.33
2/3/2019 6:15:00,-10.22,24.77,88.3,1.919
2/3/2019 6:18:00,-10.1,24.75,88.7,2.621
2/3/2019 6:21:00,-9.43,24.7,89.1,2.153
2/3/2019 6:24:00,-9.97,24.7,88.9,1.422
2/3/2019 6:27:00,-10.07,24.7,88.5,1.523
2/3/2019 6:30:00,-9.77,24.62,89.3,2.004
2/3/2019 6:33:00,-10.59,24.63,89.6,0.441
2/3/2019 6:36:00,-10.2,24.59,90,1.259
2/3/2019 6:39:00,-10.18,24.63,90,1.688
2/3/2019 6:42:00,-10.15,24.59,90.2,0.71
2/3/2019 6:45:00,-10.21,24.72,90,0
2/3/2019 6:48:00,-10,24.59,89.9,1.52
2/3/2019 6:51:00,-10.37,24.7,89.7,0
2/3/2019 6:54:00,-10.2,24.62,90.4,0.097
2/3/2019 6:57:00,-10.34,24.58,90.8,0
2/3/2019 7:00:00,-10.33,24.55,90.9,0
2/3/2019 7:03:00,-10.39,24.61,90.5,0.035
2/3/2019 7:06:00,-10.52,24.66,90.5,0.292
2/3/2019 7:09:00,-10.65,24.6,91.1,0.722
2/3/2019 7:12:00,-10.96,24.53,91.1,0.542
2/3/2019 7:15:00,-11.02,24.4,91.3,0.848
2/3/2019 7:18:00,-11.09,24.46,91.6,0.27
2/3/2019 7:21:00,-10.96,24.46,91.4,0.376
2/3/2019 7:24:00,-11.01,24.38,91.8,0.841
2/3/2019 7:27:00,-10.59,24.35,91.9,1.259
2/3/2019 7:30:00,-10.8,24.38,91.6,0.711
2/3/2019 7:33:00,-10.9,24.3,92.4,0.536
2/3/2019 7:36:00,-10.98,24.34,92.8,0
2/3/2019 7:39:00,-10.72,24.43,90.9,0.483
2/3/2019 7:42:00,-10.64,24.34,91.6,1.053
2/3/2019 7:45:00,-10.41,24.43,90.5,1.059
2/3/2019 7:48:00,-9.99,24.35,90.5,0.972
2/3/2019 7:51:00,-10.1,24.2,91.8,0.301
2/3/2019 7:54:00,-10.22,24.13,91.9,0
2/3/2019 7:57:00,-10.57,24.11,92.2,0.005
2/3/2019 8:00:00,-10.61,24.11,92.3,0
2/3/2019 8:03:00,-10.62,24.15,91.4,0.078
2/3/2019 8:06:00,-10.45,24.16,92.2,0.92
2/3/2019 8:09:00,-10.56,24.15,91.9,0.558
2/3/2019 8:12:00,-10.9,24.16,91.1,0.011
2/3/2019 8:15:00,-10.63,24.1,92.5,0.671
2/3/2019 8:18:00,-10.55,24.02,92.5,0.133
2/3/2019 8:21:00,-10.35,23.96,93.3,0.495
2/3/2019 8:24:00,-10.18,23.88,93.3,0.116
2/3/2019 8:27:00,-10.02,23.97,92.5,0.562
2/3/2019 8:30:00,-10.24,23.77,93.7,0.189
2/3/2019 8:33:00,-10.22,23.84,93.5,0
2/3/2019 8:36:00,-10.49,23.75,94.3,0.295
2/3/2019 8:39:00,-10.45,23.85,93.9,0.281
2/3/2019 8:42:00,-10.56,23.86,93,0.352
2/3/2019 8:45:00,-10.76,23.75,94.7,0.172
2/3/2019 8:48:00,-10.97,23.75,93.6,0
2/3/2019 8:51:00,-10.79,23.69,93.1,0.235
2/3/2019 8:54:00,-10.4,23.83,93.1,0.042
2/3/2019 8:57:00,-9.59,23.87,91.7,0.441
2/3/2019 9:00:00,-8.79,23.68,93.2,0.061
2/3/2019 9:03:00,-7.574,23.66,94.2,0
2/3/2019 9:06:00,-6.273,23.61,93.9,0
2/3/2019 9:09:00,-4.931,23.7,91.6,0.289
2/3/2019 9:12:00,-2.758,23.75,92.6,0.611
2/3/2019 9:15:00,-0.377,23.82,92.8,0.953
2/3/2019 9:18:00,2.041,23.88,92.7,0.058
2/3/2019 9:21:00,4.717,23.7,93.1,0.083
2/3/2019 9:24:00,7.146,23.8,93.4,0
2/3/2019 9:27:00,10.2,23.76,93.3,0.01
2/3/2019 9:30:00,13.36,23.86,92.6,0.379
2/3/2019 9:33:00,15.83,23.72,93.4,0.223
2/3/2019 9:36:00,19.28,23.88,92.9,0.183
2/3/2019 9:39:00,23.62,23.86,93.2,0.906
2/3/2019 9:42:00,53.36,23.88,92.8,0.798
2/3/2019 9:45:00,80.3,23.84,93.1,0.284
2/3/2019 9:48:00,89.8,24,91.4,0.005
2/3/2019 9:51:00,99.5,24.26,90.7,0
2/3/2019 9:54:00,110.4,24.29,91.5,0.17
2/3/2019 9:57:00,122,24.28,91,0.657
2/3/2019 10:00:00,134.2,24.54,90.5,1.413
2/3/2019 10:03:00,146.1,24.78,89.2,0.544
2/3/2019 10:06:00,158.7,24.86,88.8,1.602
2/3/2019 10:09:00,170.6,24.87,89.4,0.876
2/3/2019 10:12:00,182.4,25.05,86.6,1.283
2/3/2019 10:15:00,193.8,25.11,86.7,0.587
2/3/2019 10:18:00,205.4,25.62,84.2,0
2/3/2019 10:21:00,217.4,25.25,88.2,0.583
2/3/2019 10:24:00,229.9,24.93,88.6,1.16
2/3/2019 10:27:00,241.5,25.43,85.7,0.84
2/3/2019 10:30:00,252.9,25.62,85.5,2.155
2/3/2019 10:33:00,265.2,25.94,82.8,2.103
2/3/2019 10:36:00,278.8,25.88,83.4,2.093
2/3/2019 10:39:00,291.1,25.75,83,1.754
2/3/2019 10:42:00,303.3,26.43,80.1,1.47
2/3/2019 10:45:00,314.7,26.4,79.41,1.199
2/3/2019 10:48:00,327.1,26.61,78.34,1.171
2/3/2019 10:51:00,339.9,26.81,76.84,0.771
2/3/2019 10:54:00,353.1,27.1,75.41,2.043
2/3/2019 10:57:00,364.7,27.07,74.27,1.477
2/3/2019 11:00:00,377.1,27.14,74.92,2.642
2/3/2019 11:03:00,390.3,26.85,77.34,2.601
2/3/2019 11:06:00,401.2,27.07,75.36,1.672
2/3/2019 11:09:00,414.3,26.76,76.3,3.013
2/3/2019 11:12:00,425.4,26.91,75.16,1.72
2/3/2019 11:15:00,437.6,27.13,74.77,2.333
2/3/2019 11:18:00,447.8,27.43,73.43,2.252
2/3/2019 11:21:00,459.1,27.32,73.31,2.546
2/3/2019 11:24:00,470.8,27.1,73.96,1.966
2/3/2019 11:27:00,482.9,27.45,73.08,2.529
2/3/2019 11:30:00,495,27.53,72.03,2.143
2/3/2019 11:33:00,506.2,27.37,74.87,3.468
2/3/2019 11:36:00,518,27.25,73.81,3.091
2/3/2019 11:39:00,529.2,27.31,74.4,2.318
2/3/2019 11:42:00,541,27.23,74.83,3.261
2/3/2019 11:45:00,552.8,27.12,73.86,3.716
2/3/2019 11:48:00,564.7,27.18,73.29,3.267
2/3/2019 11:51:00,575,27.45,73.63,3.334
2/3/2019 11:54:00,585.8,27.22,73.9,3.326
2/3/2019 11:57:00,597.1,27.21,72.48,4.115
2/3/2019 12:00:00,607.6,27.29,72.29,3.728
2/3/2019 12:03:00,618.5,27.34,71.45,3.626
2/3/2019 12:06:00,629.4,27.52,72.31,2.458
2/3/2019 12:09:00,640.3,27.63,71.77,3.687
2/3/2019 12:12:00,650.8,27.77,70.72,3.599
2/3/2019 12:15:00,659.2,27.53,72,3.33
2/3/2019 12:18:00,668.6,27.61,71.83,3.027
2/3/2019 12:21:00,679.4,28.16,69.67,2.755
2/3/2019 12:24:00,690.3,28.08,69.26,3.437
2/3/2019 12:27:00,699.8,28.4,66.36,3.817
2/3/2019 12:30:00,708.9,28.37,68,3.504
2/3/2019 12:33:00,717.9,28.61,67.6,2.7
2/3/2019 12:36:00,727.8,28.67,66.23,4.458
2/3/2019 12:39:00,737,28.46,67.37,2.931
2/3/2019 12:42:00,746.7,28.72,65.75,2.655
2/3/2019 12:45:00,755.2,28.81,66.16,2.151
2/3/2019 12:48:00,765.3,28.45,66.51,2.891
2/3/2019 12:51:00,773.2,28.7,66.1,4.067
2/3/2019 12:54:00,780.9,28.49,67.78,4.099
2/3/2019 12:57:00,789.8,28.8,64.69,2.935
2/3/2019 13:00:00,798.2,28.99,63.44,2.83
2/3/2019 13:03:00,806,29.22,64.58,3.337
2/3/2019 13:06:00,815,29,64.52,3.908
2/3/2019 13:09:00,824,29.03,62.24,4.322
2/3/2019 13:12:00,830,29.18,61.35,2.137
2/3/2019 13:15:00,838,29.41,61.93,2.987
2/3/2019 13:18:00,845,29.35,61.26,2.901
2/3/2019 13:21:00,852,29.39,60.82,4.004
2/3/2019 13:24:00,858,29.69,59.44,3.373
2/3/2019 13:27:00,866,29.47,60.35,3.971
2/3/2019 13:30:00,873,29.57,61.15,3.738
2/3/2019 13:33:00,880,29.43,60.78,4.154
2/3/2019 13:36:00,886,29.46,61.23,5.598
2/3/2019 13:39:00,891,29.7,59.94,3.683
2/3/2019 13:42:00,897,29.59,61.12,4.969
2/3/2019 13:45:00,904,29.59,61.01,5.197
2/3/2019 13:48:00,909,29.59,59.85,3.949
2/3/2019 13:51:00,915,29.69,60.84,5.098
2/3/2019 13:54:00,919,29.64,60.05,4.565
2/3/2019 13:57:00,925,29.74,59.44,4.749
2/3/2019 14:00:00,929,29.73,58.75,3.563
2/3/2019 14:03:00,934,29.76,59.39,3.829
2/3/2019 14:06:00,938,29.94,58.7,3.973
2/3/2019 14:09:00,941,30.27,57.81,4.562
2/3/2019 14:12:00,946,30.18,59.02,3.645
2/3/2019 14:15:00,951,30.21,58.37,3.003
2/3/2019 14:18:00,956,30.51,58.19,3.621
2/3/2019 14:21:00,958,30.69,57.31,4.159
2/3/2019 14:24:00,961,30.88,56.23,2.485
2/3/2019 14:27:00,965,30.78,56.46,4.94
2/3/2019 14:30:00,969,30.91,55.82,4.005
2/3/2019 14:33:00,973,30.37,58.43,5.589
2/3/2019 14:36:00,977,30.39,57.41,4.822
2/3/2019 14:39:00,981,30.71,56.46,4.379
2/3/2019 14:42:00,981,30.91,55.84,1.914
2/3/2019 14:45:00,986,30.77,55.15,3.99
2/3/2019 14:48:00,987,31.04,54.12,4.03
2/3/2019 14:51:00,991,31.13,54.38,4.552
2/3/2019 14:54:00,992,31.34,53.05,3.672
2/3/2019 14:57:00,995,30.88,54.41,4.612
2/3/2019 15:00:00,998,31.25,53.61,4.733
2/3/2019 15:03:00,999,31.22,53.53,3.926
2/3/2019 15:06:00,997,31.85,51.42,3.555
2/3/2019 15:09:00,999,32.06,51.42,2.805
2/3/2019 15:12:00,1001,31.5,52.86,5.689
2/3/2019 15:15:00,1002,31.25,53.16,4.915
2/3/2019 15:18:00,1004,31.1,54.08,5.62
2/3/2019 15:21:00,1004,31.39,52.6,3.395
2/3/2019 15:24:00,1005,31.75,52.21,3.128
2/3/2019 15:27:00,1005,31.5,52.9,5.414
2/3/2019 15:30:00,1006,31.78,52.17,3.153
2/3/2019 15:33:00,1005,31.67,52.67,4.82
2/3/2019 15:36:00,1004,31.44,52.87,6.198
2/3/2019 15:39:00,1003,31.45,52.68,3.46
2/3/2019 15:42:00,1002,31.57,52.74,5.04
2/3/2019 15:45:00,1000,31.93,51.9,3.474
2/3/2019 15:48:00,1002,31.38,53.69,5.44
2/3/2019 15:51:00,998,31.64,52.59,4.54
2/3/2019 15:54:00,998,31.54,53.31,4.844
2/3/2019 15:57:00,993,31.69,51.36,3.75
2/3/2019 16:00:00,992,31.87,52.79,4.316
2/3/2019 16:03:00,990,32.16,50.11,2.818
2/3/2019 16:06:00,987,32.06,50.44,2.533
2/3/2019 16:09:00,986,32.41,50.92,3.148
2/3/2019 16:12:00,980,32.59,50.77,1.703
2/3/2019 16:15:00,978,32.54,50.25,4.203
2/3/2019 16:18:00,975,32.55,49.77,4.745
2/3/2019 16:21:00,973,32.19,50.26,3.492
2/3/2019 16:24:00,972,32.35,50.36,3.153
2/3/2019 16:27:00,967,32.37,50.26,3.831
2/3/2019 16:30:00,963,32.87,48.85,2.207
2/3/2019 16:33:00,958,32.63,48.78,3.312
2/3/2019 16:36:00,955,32.82,48.31,2.011
2/3/2019 16:39:00,951,32.84,49.49,3.851
2/3/2019 16:42:00,947,32.61,49.18,3.224
2/3/2019 16:45:00,942,32.65,49.41,1.645
2/3/2019 16:48:00,937,33.35,48.71,1.522
2/3/2019 16:51:00,932,33.24,49.02,4.14
2/3/2019 16:54:00,927,33.07,48.51,2.977
2/3/2019 16:57:00,923,32.83,49.6,2.59
2/3/2019 17:00:00,917,33.08,47.47,2.802
2/3/2019 17:03:00,914,32.72,49.22,3.369
2/3/2019 17:06:00,907,32.98,46.74,0.905
2/3/2019 17:09:00,899,33.56,46.1,1.306
2/3/2019 17:12:00,892,33.84,46.97,1.416
2/3/2019 17:15:00,886,33.51,48.34,1.743
2/3/2019 17:18:00,880,33.27,48.84,3.993
2/3/2019 17:21:00,873,33.46,48.6,2.599
2/3/2019 17:24:00,865,33.69,46.66,3.008
2/3/2019 17:27:00,861,33.08,48.65,2.776
2/3/2019 17:30:00,852,33.39,47.65,3.085
2/3/2019 17:33:00,845,33.34,47.78,3.188
2/3/2019 17:36:00,837,33.42,48.09,3.396
2/3/2019 17:39:00,829,33.53,47.3,2.324
2/3/2019 17:42:00,823,33.7,48.26,2.751
2/3/2019 17:45:00,813,33.84,47.27,1.821
2/3/2019 17:48:00,805,33.21,49.36,1.904
2/3/2019 17:51:00,795.1,33.56,45.06,2.241
2/3/2019 17:54:00,782,34.64,43.31,0.969
2/3/2019 17:57:00,772.2,34.13,47.75,1.672
2/3/2019 18:00:00,763.3,34.18,47.16,0.643
2/3/2019 18:03:00,757.5,33.35,47.34,3.36
2/3/2019 18:06:00,750.5,33.52,47.34,0.992
2/3/2019 18:09:00,739.7,33.89,43.97,1.262
2/3/2019 18:12:00,731.7,33.79,48.16,2.946
2/3/2019 18:15:00,723.1,33.2,47.34,3.204
2/3/2019 18:18:00,714.2,33.26,47.55,1.884
2/3/2019 18:21:00,703,33.28,46.83,0.744
2/3/2019 18:24:00,690.8,34.27,46.26,0.996
2/3/2019 18:27:00,680.6,33.47,53.98,3.164
2/3/2019 18:30:00,665.9,32.98,56.27,2.098
2/3/2019 18:33:00,659.5,32.34,58.24,2.624
2/3/2019 18:36:00,649.9,32.14,59.35,1.906
2/3/2019 18:39:00,640.2,31.97,59.36,2.057
2/3/2019 18:42:00,631.4,32.35,58.11,2.44
2/3/2019 18:45:00,623.4,32.04,58.09,2.943
2/3/2019 18:48:00,625.6,32.21,57.7,1.923
2/3/2019 18:51:00,628.8,32.1,60,2.339
2/3/2019 18:54:00,629.7,31.91,60.93,3.085
2/3/2019 18:57:00,586,31.84,61.06,3.025
2/3/2019 19:00:00,575.1,31.73,60.49,2.761
2/3/2019 19:03:00,565.1,31.61,63.45,2.582
2/3/2019 19:06:00,305.3,31.41,63.1,3.25
2/3/2019 19:09:00,533.8,31.44,61.93,2.476
2/3/2019 19:12:00,527,31.17,65.14,3.734
2/3/2019 19:15:00,516.4,30.95,65.53,3.987
2/3/2019 19:18:00,502.1,30.79,64.5,3.487
2/3/2019 19:21:00,488.2,30.72,66.3,4.009
2/3/2019 19:24:00,472.1,30.79,65.9,3.215
2/3/2019 19:27:00,460.4,30.62,66.92,5.032
2/3/2019 19:30:00,446.6,30.31,67.94,3.506
2/3/2019 19:33:00,436.3,30.29,68.53,2.613
2/3/2019 19:36:00,423.8,30.38,68.16,2.657
2/3/2019 19:39:00,414.8,30.24,69.94,3.094
2/3/2019 19:42:00,405,29.79,69.81,3.819
2/3/2019 19:45:00,393.1,29.76,69.64,3.05
2/3/2019 19:48:00,381.1,29.94,68.16,2.833
2/3/2019 19:51:00,367.2,29.87,69.11,3.894
2/3/2019 19:54:00,354.8,29.77,70.34,2.102
2/3/2019 19:57:00,345.3,29.85,68.02,1.909
2/3/2019 20:00:00,331.1,30.41,66.11,1.682
2/3/2019 20:03:00,317.7,29.99,68.5,1.809
2/3/2019 20:06:00,304,30.41,62.95,0.906
2/3/2019 20:09:00,288.5,29.94,69.66,3.165
2/3/2019 20:12:00,288.9,29.69,71.25,3.63
2/3/2019 20:15:00,277.6,29.59,71.55,3.165
2/3/2019 20:18:00,271.1,29.33,72.54,3.134
2/3/2019 20:21:00,261.7,29.26,71.6,3.049
2/3/2019 20:24:00,121.1,29.3,72.24,3.276
2/3/2019 20:27:00,86.7,29.14,69.77,2.789
2/3/2019 20:30:00,197,29.23,70.65,3.259
2/3/2019 20:33:00,62.55,29.31,70.18,3.157
2/3/2019 20:36:00,61.97,29.14,71.75,3.363
2/3/2019 20:39:00,60.29,29.12,71.17,2.81
2/3/2019 20:42:00,149.6,29.34,70.16,1.96
2/3/2019 20:45:00,131.6,29.56,69.2,1.61
2/3/2019 20:48:00,49.89,29.62,67.06,2.003
2/3/2019 20:51:00,52.13,29.96,66.24,2.246
2/3/2019 20:54:00,69.55,29.58,64.74,1.669
2/3/2019 20:57:00,39.75,29.84,65.35,1.577
2/3/2019 21:00:00,38.41,29.79,63.81,1.135
2/3/2019 21:03:00,41.73,29.83,60.47,0.653
2/3/2019 21:06:00,39.86,29.97,63.71,0.948
2/3/2019 21:09:00,33.72,30.48,64.03,0.447
2/3/2019 21:12:00,31.57,30.17,63.67,0
2/3/2019 21:15:00,26.72,30.18,64.32,0.325
2/3/2019 21:18:00,20.62,30.16,63.75,0.454
2/3/2019 21:21:00,16.62,30.05,65.25,0.446
2/3/2019 21:24:00,12.62,29.8,66.31,0.635
2/3/2019 21:27:00,9.22,29.71,66.39,0.045
2/3/2019 21:30:00,4.898,29.78,66.51,0.26
2/3/2019 21:33:00,1.834,29.98,65,0.847
2/3/2019 21:36:00,-0.58,29.76,68.62,1.541
2/3/2019 21:39:00,-2.909,29.58,69.7,0.789
2/3/2019 21:42:00,-4.429,29.57,69.99,1.306
2/3/2019 21:45:00,-5.667,29.25,71.17,1.672
2/3/2019 21:48:00,-6.887,29.15,71,1.889
2/3/2019 21:51:00,-8.35,29.53,70.57,0.191
2/3/2019 21:54:00,-9.19,29.02,71.16,1.065
2/3/2019 21:57:00,-9.81,29.03,72.64,0.559
2/3/2019 22:00:00,-10.41,28.92,72.41,0.256
2/3/2019 22:03:00,-10.83,28.96,73.56,0.331
2/3/2019 22:06:00,-11.03,28.9,74.59,0.961
2/3/2019 22:09:00,-10.37,28.6,76.19,1.163
2/3/2019 22:12:00,-10.58,28.7,75.28,0.512
2/3/2019 22:15:00,-10.52,28.71,74.36,0.323
2/3/2019 22:18:00,-10.95,28.56,76.08,0
2/3/2019 22:21:00,-11.36,28.35,74.72,0.118
2/3/2019 22:24:00,-11.16,28.14,73.86,0.686
2/3/2019 22:27:00,-11.43,28.02,74.86,0.877
2/3/2019 22:30:00,-11.39,27.97,75.26,0.404
2/3/2019 22:33:00,-11.46,27.89,75.87,0.159
2/3/2019 22:36:00,-11.44,27.77,76.31,0.282
2/3/2019 22:39:00,-11.54,27.9,76.52,0.392
2/3/2019 22:42:00,-11.47,27.72,77.01,0.741
2/3/2019 22:45:00,-11.18,27.65,78.17,0.828
2/3/2019 22:48:00,-11.33,27.47,78.69,0.515
2/3/2019 22:51:00,-11.48,27.44,78.71,0.617
2/3/2019 22:54:00,-11.38,27.54,78.73,0.143
2/3/2019 22:57:00,-11.04,27.54,78.98,0.175
2/3/2019 23:00:00,-11.02,27.4,79.28,0
2/3/2019 23:03:00,-11.18,27.55,78.56,0
2/3/2019 23:06:00,-11.16,27.72,78.11,0.232
2/3/2019 23:09:00,-11.18,27.55,78.61,0.012
2/3/2019 23:12:00,-11.39,27.38,78.67,0.118
2/3/2019 23:15:00,-11.76,27.27,79.66,0.196
2/3/2019 23:18:00,-11.94,27.29,80.2,0
2/3/2019 23:21:00,-11.77,27.35,78.98,0
2/3/2019 23:24:00,-11.61,27.1,79.46,0
2/3/2019 23:27:00,-11.58,27.3,78.79,0.015
2/3/2019 23:30:00,-11.58,27.12,78.91,0
2/3/2019 23:33:00,-11.51,27.2,79.48,0
2/3/2019 23:36:00,-11.37,27.07,79.71,0
2/3/2019 23:39:00,-11.18,27.16,78.72,0
2/3/2019 23:42:00,-11.32,27,81.1,0
2/3/2019 23:45:00,-11.29,27.1,78.48,0.053
2/3/2019 23:48:00,-11.42,27.29,77.45,0
2/3/2019 23:51:00,-11.39,27.3,78.52,0.403
2/3/2019 23:54:00,-11.51,27.3,78.32,0.102
2/3/2019 23:57:00,-11.05,27.3,79.18,0.312
3/3/2019 0:00:00,-11.03,26.89,80.4,1.095
3/3/2019 0:03:00,-11.27,26.86,80.7,0.946
3/3/2019 0:06:00,-11.4,26.68,79.94,0.367
3/3/2019 0:09:00,-11.39,26.67,81.2,0.679
3/3/2019 0:12:00,-11.09,26.37,83.8,0.847
3/3/2019 0:15:00,-11.59,26.3,84.5,0.775
3/3/2019 0:18:00,-11.09,26.23,84.6,1.289
3/3/2019 0:21:00,-10.87,26.21,84.5,1.356
3/3/2019 0:24:00,-10.98,26.15,85.6,1.289
3/3/2019 0:27:00,-10.95,28.61,87.9,1.171
3/3/2019 0:30:00,-10.49,28.48,87.6,0.857
3/3/2019 0:33:00,-10.18,28.44,87.6,0.627
