data,rgh,temperatura,humedad,velocidad
13/3/2019 21:00:00,4.953,28.6,77.56,3.244
13/3/2019 21:03:00,2.048,28.42,78.72,2.319
13/3/2019 21:06:00,2.307,28.06,79.57,2.687
13/3/2019 21:09:00,-0.011,27.92,80.1,1.185
13/3/2019 21:12:00,-2.447,28.02,79.74,0.06
13/3/2019 21:15:00,-3.637,28.29,78.04,0.794
13/3/2019 21:18:00,-4.262,28.33,77.94,0.582
13/3/2019 21:21:00,-4.809,28.19,79.32,0.169
13/3/2019 21:24:00,-6.961,28.16,80.2,0.349
13/3/2019 21:27:00,-9.74,28.07,80.4,0.432
13/3/2019 21:30:00,-10.2,28.13,79.95,0.49
13/3/2019 21:33:00,-9.43,27.99,80.5,0.564
13/3/2019 21:36:00,-9.49,27.93,81,0.182
13/3/2019 21:39:00,-9.26,27.93,78.48,1.23
13/3/2019 21:42:00,-9.6,27.91,81.4,0.662
13/3/2019 21:45:00,-9.94,27.85,80.8,0.293
13/3/2019 21:48:00,-9.8,27.7,82,0.991
13/3/2019 21:51:00,-9.98,27.77,80.6,0.109
13/3/2019 21:54:00,-9.74,28.23,79.34,1.137
13/3/2019 21:57:00,-9.54,27.96,81.1,1.279
13/3/2019 22:00:00,-9.69,27.78,81,1.286
13/3/2019 22:03:00,-9.72,27.76,81.5,1.203
13/3/2019 22:06:00,-10.11,27.65,82,1.785
13/3/2019 22:09:00,-9.79,27.69,81.3,1.928
13/3/2019 22:12:00,-9.5,27.63,80.7,2.648
13/3/2019 22:15:00,-9.33,27.51,80.8,3.022
13/3/2019 22:18:00,-9.37,27.45,80.8,2.59
13/3/2019 22:21:00,-8.85,27.26,82.6,2.819
13/3/2019 22:24:00,-9.39,27.16,83.4,2.279
13/3/2019 22:27:00,-9.72,27.2,82.9,0.726
13/3/2019 22:30:00,-9.12,27.02,84.5,1.921
13/3/2019 22:33:00,-9.26,27.05,85.5,1.975
13/3/2019 22:36:00,-9.6,27.04,85.1,1.103
13/3/2019 22:39:00,-9.96,27.04,85.4,0.979
13/3/2019 22:42:00,-9.66,26.99,85.7,0.642
13/3/2019 22:45:00,-9.54,26.91,86,1.337
13/3/2019 22:48:00,-9.9,26.92,86.1,1.054
13/3/2019 22:51:00,-10.03,27.07,84.8,0.91
13/3/2019 22:54:00,-9.47,27.17,85.4,2.22
13/3/2019 22:57:00,-7.578,26.73,84,3.231
13/3/2019 23:00:00,-5.73,26.28,83.2,3.652
13/3/2019 23:03:00,-5.852,26.23,83.6,2.565
13/3/2019 23:06:00,-6.987,26.1,83.2,2.979
13/3/2019 23:09:00,-7.26,26.19,83.1,0.651
13/3/2019 23:12:00,-7.974,26.35,83.6,1.162
13/3/2019 23:15:00,-8.51,26.53,81.3,0.499
13/3/2019 23:18:00,-8.82,26.85,80.5,0.45
13/3/2019 23:21:00,-9.26,26.72,83.5,0.594
13/3/2019 23:24:00,-8.4,26.48,84.9,1.016
13/3/2019 23:27:00,-4.122,26.18,87.2,1.075
13/3/2019 23:30:00,-5.538,25.93,89.8,0.194
13/3/2019 23:33:00,-7.674,25.91,92.1,0.158
13/3/2019 23:36:00,-6.683,25.51,92.3,0.496
13/3/2019 23:39:00,-6.613,25.25,92.5,0.886
13/3/2019 23:42:00,-6.443,25.3,93.1,0.621
13/3/2019 23:45:00,-7.585,25.27,94.2,0.031
13/3/2019 23:48:00,-7.829,25.25,95,0.61
13/3/2019 23:51:00,-7.286,25.24,95.9,1.314
13/3/2019 23:54:00,-7.053,25.2,96.6,1.785
13/3/2019 23:57:00,-7.012,25.23,97.2,2.403
14/3/2019 0:00:00,-7.338,25.25,97,2.243
14/3/2019 0:03:00,-7.56,25.2,96.5,1.803
14/3/2019 0:06:00,-8.57,25.11,93.6,0.563
14/3/2019 0:09:00,-8.48,25.13,93.7,1.334
14/3/2019 0:12:00,-7.907,25.17,93.4,1.363
14/3/2019 0:15:00,-8.08,25.15,92.8,1.208
14/3/2019 0:18:00,-8.23,25.26,93.4,0.18
14/3/2019 0:21:00,-7.449,25.39,92.9,0.513
14/3/2019 0:24:00,-6.639,25.65,90.4,0.739
14/3/2019 0:27:00,-6.654,25.64,92.2,0.873
14/3/2019 0:30:00,-6.532,25.73,92,0
14/3/2019 0:33:00,-5.475,25.27,93.9,1
14/3/2019 0:36:00,-4.214,25.26,92.6,1.901
14/3/2019 0:39:00,-5.053,25.38,93,0.824
14/3/2019 0:42:00,-5.053,25.15,95.1,1.037
14/3/2019 0:45:00,-5.911,25.13,96.3,0.56
14/3/2019 0:48:00,-5.87,25.13,96.6,1.342
14/3/2019 0:51:00,-4.414,25.03,96.9,1.784
14/3/2019 0:54:00,-4.547,24.73,101.1,2.511
14/3/2019 0:57:00,-5.161,24.55,101.1,1.348
14/3/2019 1:00:00,-5.438,24.58,101.1,0.985
14/3/2019 1:03:00,-7.56,24.81,101.1,0.184
14/3/2019 1:06:00,-7.996,24.56,101.1,0.33
14/3/2019 1:09:00,-7.497,24.58,101.1,1.375
14/3/2019 1:12:00,-7.29,24.58,101.1,1.632
14/3/2019 1:15:00,-4.321,24.3,101.1,4.492
14/3/2019 1:18:00,-3.841,24.04,101.1,3.864
14/3/2019 1:21:00,-4.462,24.03,101.1,2.655
14/3/2019 1:24:00,-5.726,24.02,101.1,2.626
14/3/2019 1:27:00,-6.488,24.14,101.1,1.034
14/3/2019 1:30:00,-7.623,24.18,101.1,0
14/3/2019 1:33:00,-8.04,24.2,101.1,0.034
14/3/2019 1:36:00,-7.704,24.48,101.2,1.082
14/3/2019 1:39:00,-7.46,24.35,101.1,0.542
14/3/2019 1:42:00,-7.589,24.43,101.1,0.04
14/3/2019 1:45:00,-7.371,24.43,101.1,1.136
14/3/2019 1:48:00,-7.626,24.42,101.1,0.775
14/3/2019 1:51:00,-5.582,24.27,101.1,1.586
14/3/2019 1:54:00,-5.896,24.3,101.1,1.516
14/3/2019 1:57:00,-6.022,24.23,101.1,1.309
14/3/2019 2:00:00,-6.462,24.42,101.1,1.085
14/3/2019 2:03:00,-6.942,24.43,101.1,0.758
14/3/2019 2:06:00,-5.996,24.25,101.1,2.162
14/3/2019 2:09:00,-6.724,24.18,101.4,1.16
14/3/2019 2:12:00,-7.419,24.22,101.1,0.428
14/3/2019 2:15:00,-7.804,24.33,101.1,0.066
14/3/2019 2:18:00,-8.44,24.14,101.1,0
14/3/2019 2:21:00,-8.56,24.29,101.1,0
14/3/2019 2:24:00,-8.41,24.33,101.1,0.653
14/3/2019 2:27:00,-8.27,24.28,101.1,0.704
14/3/2019 2:30:00,-8.38,24.29,101.1,0.786
14/3/2019 2:33:00,-8.35,24.2,101.1,0.962
14/3/2019 2:36:00,-8.58,24.16,101.1,0.546
14/3/2019 2:39:00,-8.77,24.17,101.1,0
14/3/2019 2:42:00,-8.82,24.59,101.1,0
14/3/2019 2:45:00,-8.83,24.29,101.1,0.18
14/3/2019 2:48:00,-8.78,24.24,101.1,0.257
14/3/2019 2:51:00,-8.64,24.21,101.1,0.137
14/3/2019 2:54:00,-8.54,24.16,101.1,0
14/3/2019 2:57:00,-8.44,24.18,101.1,0.064
14/3/2019 3:00:00,-8.61,24.37,101.1,0
14/3/2019 3:03:00,-8.57,24.32,101.1,0
14/3/2019 3:06:00,-8.58,24.4,101.1,0
14/3/2019 3:09:00,-8.72,24.34,101.1,0
14/3/2019 3:12:00,-8.82,24.4,101.1,0.134
14/3/2019 3:15:00,-8.61,24.73,101.1,0.559
14/3/2019 3:18:00,-8.57,24.55,101.1,0.63
14/3/2019 3:21:00,-8.49,24.49,101.1,0.082
14/3/2019 3:24:00,-8.57,24.32,101.1,0
14/3/2019 3:27:00,-8.75,24.29,101.1,0.011
14/3/2019 3:30:00,-8.61,24.38,101.1,0.069
14/3/2019 3:33:00,-8.95,24.31,101.1,0
14/3/2019 3:36:00,-9.09,24.31,101.1,0.034
14/3/2019 3:39:00,-8.98,24.32,101.1,0.827
14/3/2019 3:42:00,-8.98,24.37,100.5,1.217
14/3/2019 3:45:00,-8.44,24.28,99.9,0.532
14/3/2019 3:48:00,-8.76,24.67,99,0.199
14/3/2019 3:51:00,-8.56,24.21,99.1,0.47
14/3/2019 3:54:00,-8.39,24.3,98.5,0.125
14/3/2019 3:57:00,-8.43,24.5,97.5,0.26
14/3/2019 4:00:00,-8.37,24.62,96.8,0.308
14/3/2019 4:03:00,-8.36,24.83,94.6,0.523
14/3/2019 4:06:00,-8.41,24.84,94.4,0.198
14/3/2019 4:09:00,-8.34,24.76,94.4,0.052
14/3/2019 4:12:00,-8.59,24.67,96,0
14/3/2019 4:15:00,-8.77,24.52,96.2,0
14/3/2019 4:18:00,-8.82,24.45,96.8,0
14/3/2019 4:21:00,-9.05,24.68,98.3,0
14/3/2019 4:24:00,-9.19,24.4,98.8,0.317
14/3/2019 4:27:00,-9.1,24.68,96.7,0.111
14/3/2019 4:30:00,-8.93,24.22,97.8,0.386
14/3/2019 4:33:00,-9.03,24.23,97.4,0
14/3/2019 4:36:00,-8.99,24.38,96.4,0.215
14/3/2019 4:39:00,-8.74,24.17,97.6,0.7
14/3/2019 4:42:00,-8.62,24.17,97.8,0
14/3/2019 4:45:00,-8.44,24.17,97.5,0
14/3/2019 4:48:00,-8.72,24.12,97.8,0.381
14/3/2019 4:51:00,-9.1,24.12,98.3,0
14/3/2019 4:54:00,-9.29,24.39,98.3,0
14/3/2019 4:57:00,-9.5,24.13,98.2,0
14/3/2019 5:00:00,-9.4,24.15,98.4,0.232
14/3/2019 5:03:00,-9.62,24.11,99,0
14/3/2019 5:06:00,-9.34,23.97,98.8,0.572
14/3/2019 5:09:00,-8.9,23.82,98.2,0.523
14/3/2019 5:12:00,-8.77,24.21,95.9,0.724
14/3/2019 5:15:00,-8.82,24.18,95.7,0.152
14/3/2019 5:18:00,-9.04,24.06,96.7,0
14/3/2019 5:21:00,-9.11,24.32,95.3,0.015
14/3/2019 5:24:00,-9.03,24.16,95.6,0
14/3/2019 5:27:00,-8.85,23.94,97.8,0
14/3/2019 5:30:00,-8.8,24.05,96.6,0
14/3/2019 5:33:00,-8.92,24.16,95.9,0
14/3/2019 5:36:00,-9.16,24.19,96.1,0
14/3/2019 5:39:00,-9.29,24.05,96.9,0
14/3/2019 5:42:00,-9.38,24.12,96.8,0
14/3/2019 5:45:00,-9.19,24.04,96.8,0
14/3/2019 5:48:00,-9.3,24.09,96.3,0
14/3/2019 5:51:00,-9.19,24.15,96.9,0
14/3/2019 5:54:00,-9.21,24.03,98.1,0
14/3/2019 5:57:00,-9.47,23.91,99.2,0.333
14/3/2019 6:00:00,-9.42,23.88,98.6,0
14/3/2019 6:03:00,-9.16,23.9,98,0.29
14/3/2019 6:06:00,-8.81,23.87,98.2,0.18
14/3/2019 6:09:00,-8.78,23.88,97.5,0.113
14/3/2019 6:12:00,-8.92,23.89,97.5,0.079
14/3/2019 6:15:00,-9.32,23.86,98.7,0.269
14/3/2019 6:18:00,-9.65,23.75,99.4,0.056
14/3/2019 6:21:00,-9.26,23.98,97.8,0.288
14/3/2019 6:24:00,-9.11,23.84,98.6,0.33
14/3/2019 6:27:00,-9.05,23.7,99.4,0.11
14/3/2019 6:30:00,-8.92,23.64,99.6,0
14/3/2019 6:33:00,-8.84,23.68,99.9,0.913
14/3/2019 6:36:00,-9.08,23.72,99.6,0.624
14/3/2019 6:39:00,-9.19,23.85,98.7,0.024
14/3/2019 6:42:00,-9.02,23.73,98.6,0.006
14/3/2019 6:45:00,-9.02,23.65,98.9,0.115
14/3/2019 6:48:00,-9.24,23.67,98.6,0
14/3/2019 6:51:00,-9.29,23.76,97.9,0.009
14/3/2019 6:54:00,-9.33,23.74,97.8,0
14/3/2019 6:57:00,-9.21,23.69,96.3,0
14/3/2019 7:00:00,-9.18,23.85,93.5,0.2
14/3/2019 7:03:00,-9.19,23.91,95.2,0
14/3/2019 7:06:00,-9.2,23.74,97.8,0
14/3/2019 7:09:00,-9.38,23.67,97.7,0
14/3/2019 7:12:00,-9.36,23.6,97.9,0
14/3/2019 7:15:00,-9.3,23.53,97.6,1.085
14/3/2019 7:18:00,-9.89,23.75,97.5,0.102
14/3/2019 7:21:00,-9.79,23.56,97,0.025
14/3/2019 7:24:00,-9.43,23.58,97,0.514
14/3/2019 7:27:00,-9.37,23.59,96.4,0.387
14/3/2019 7:30:00,-9.17,23.71,95.1,0.742
14/3/2019 7:33:00,-9.01,23.66,94.1,0.858
14/3/2019 7:36:00,-8.99,23.75,93.2,0.72
14/3/2019 7:39:00,-9.22,23.7,95.1,0
14/3/2019 7:42:00,-9.23,23.65,94.3,0.321
14/3/2019 7:45:00,-9.4,23.42,95.8,0.364
14/3/2019 7:48:00,-9.03,23.42,93.9,0.005
14/3/2019 7:51:00,-8.92,23.64,93.7,0.194
14/3/2019 7:54:00,-8.6,23.68,93.7,0.158
14/3/2019 7:57:00,-8.61,23.76,94,0
14/3/2019 8:00:00,-8.78,23.57,95.3,0
14/3/2019 8:03:00,-8.8,23.56,95.1,0
14/3/2019 8:06:00,-8.77,23.56,95.3,0
14/3/2019 8:09:00,-8.71,23.63,94.9,0.143
14/3/2019 8:12:00,-8.78,23.72,95.2,0
14/3/2019 8:15:00,-8.98,23.75,95,0.015
14/3/2019 8:18:00,-9.01,23.84,95.1,0.067
14/3/2019 8:21:00,-8.99,23.78,95.9,0.443
14/3/2019 8:24:00,-8.78,23.72,94.5,0.047
14/3/2019 8:27:00,-8.43,23.84,93.8,1.07
14/3/2019 8:30:00,-8.5,23.89,94.7,0.541
14/3/2019 8:33:00,-8.58,23.76,94.4,0.047
14/3/2019 8:36:00,-8.58,23.79,94.5,0.028
14/3/2019 8:39:00,-8.78,23.92,92.5,0.002
14/3/2019 8:42:00,-8.86,24.13,92.2,0
14/3/2019 8:45:00,-9.2,23.98,94.5,0
14/3/2019 8:48:00,-9.19,24.03,93.6,0
14/3/2019 8:51:00,-9.17,23.94,94.1,0
14/3/2019 8:54:00,-9.17,23.98,94.2,0
14/3/2019 8:57:00,-9.24,24.09,92.6,0.108
14/3/2019 9:00:00,-9,24.37,91.2,0.446
14/3/2019 9:03:00,-8.34,24.55,90.5,0.49
14/3/2019 9:06:00,-7.667,24.46,92,0.489
14/3/2019 9:09:00,-7.05,24.76,91.8,0.116
14/3/2019 9:12:00,-6.063,24.27,94.2,0.002
14/3/2019 9:15:00,-5.212,24.17,93.2,0
14/3/2019 9:18:00,-4.022,24.18,93.8,0
14/3/2019 9:21:00,-1.59,24.29,92.5,0.172
14/3/2019 9:24:00,0.662,24.13,94.3,0.109
14/3/2019 9:27:00,2.296,24.16,94.5,0.222
14/3/2019 9:30:00,4.007,24.14,93.9,0.503
14/3/2019 9:33:00,5.848,24.27,93.7,0.144
14/3/2019 9:36:00,7.93,24.16,94.6,1.21
14/3/2019 9:39:00,10.6,24.14,94.7,0.117
14/3/2019 9:42:00,15.23,24.16,95.6,0.975
14/3/2019 9:45:00,23.76,24.06,95.7,0.896
14/3/2019 9:48:00,28.13,24.21,95.1,0.42
14/3/2019 9:51:00,27.89,24.58,94.9,0.208
14/3/2019 9:54:00,35.83,24.39,95.2,1.54
14/3/2019 9:57:00,42.11,24.19,96.1,1.125
14/3/2019 10:00:00,46.21,24.25,96.7,1.921
14/3/2019 10:03:00,44.63,24.14,96.8,2.763
14/3/2019 10:06:00,41.29,24.19,96.3,1.908
14/3/2019 10:09:00,40.49,24.31,96,1.297
14/3/2019 10:12:00,42.92,24.14,96.8,0.988
14/3/2019 10:15:00,51.24,24.14,96.4,2.37
14/3/2019 10:18:00,56.69,24.1,96.5,1.64
14/3/2019 10:21:00,57.83,24.18,95.9,0.773
14/3/2019 10:24:00,70.59,24.34,95.8,1.816
14/3/2019 10:27:00,85.1,24.28,95.3,0.789
14/3/2019 10:30:00,91.4,24.29,95.7,2.587
14/3/2019 10:33:00,83.6,24.38,95.5,0.731
14/3/2019 10:36:00,88,24.51,94.5,0.22
14/3/2019 10:39:00,105.9,24.7,92.4,0.69
14/3/2019 10:42:00,116.7,24.69,90.9,1.517
14/3/2019 10:45:00,122.3,24.74,91.2,0.952
14/3/2019 10:48:00,131.1,24.95,87.5,1.098
14/3/2019 10:51:00,144.9,24.84,89.5,1.553
14/3/2019 10:54:00,141.8,24.75,90,1.599
14/3/2019 10:57:00,163.9,25.09,88.5,0.451
14/3/2019 11:00:00,149.1,24.94,90.5,0.462
14/3/2019 11:03:00,158,24.96,90.3,0.937
14/3/2019 11:06:00,205.3,24.84,89.5,1.831
14/3/2019 11:09:00,469.8,24.95,89.1,1.427
14/3/2019 11:12:00,415.3,25.28,87.5,1.808
14/3/2019 11:15:00,307.5,25.65,86.9,1.032
14/3/2019 11:18:00,242.9,25.57,86.6,1.906
14/3/2019 11:21:00,220.2,25.78,85.3,1.53
14/3/2019 11:24:00,424.4,25.94,82.2,0.701
14/3/2019 11:27:00,207.8,25.99,84.7,1.414
14/3/2019 11:30:00,260.3,25.85,87.2,1.552
14/3/2019 11:33:00,306.8,25.75,86.6,0.898
14/3/2019 11:36:00,265.3,25.65,86.9,1.827
14/3/2019 11:39:00,246.4,25.64,86.3,1.725
14/3/2019 11:42:00,299.2,25.42,87.6,2.145
14/3/2019 11:45:00,269.4,25.4,87.2,2.111
14/3/2019 11:48:00,303.6,25.48,86.8,2.427
14/3/2019 11:51:00,326.9,25.65,87.1,1.798
14/3/2019 11:54:00,345.5,25.74,86.2,1.012
14/3/2019 11:57:00,309.4,26,86.5,1.296
14/3/2019 12:00:00,242.9,26.4,84.4,0.714
14/3/2019 12:03:00,198.1,26.22,86.3,1.616
14/3/2019 12:06:00,185.2,26.25,85.4,0.864
14/3/2019 12:09:00,192.6,26.15,87.3,1.542
14/3/2019 12:12:00,225.4,25.78,88.4,1.762
14/3/2019 12:15:00,244.6,25.83,88.4,1.357
14/3/2019 12:18:00,219.3,25.84,88,1.463
14/3/2019 12:21:00,235.3,26.04,85.8,0.443
14/3/2019 12:24:00,285.2,26.44,85.6,0.002
14/3/2019 12:27:00,248.1,26.19,87.1,1.002
14/3/2019 12:30:00,227.8,26.23,85.9,0.532
14/3/2019 12:33:00,178.6,26.18,87.5,0.32
14/3/2019 12:36:00,179.6,26.43,86,0.603
14/3/2019 12:39:00,205.8,26.06,87.7,1.228
14/3/2019 12:42:00,215.9,26.16,85.6,1.143
14/3/2019 12:45:00,299.1,26.28,86.4,0.77
14/3/2019 12:48:00,371.9,26.2,87.3,0.521
14/3/2019 12:51:00,441.7,26.71,84.7,0.07
14/3/2019 12:54:00,482.3,26.55,87.3,1.132
14/3/2019 12:57:00,597.2,26.57,86.1,0.103
14/3/2019 13:00:00,503.2,27.01,84,1.316
14/3/2019 13:03:00,448.4,26.97,84.2,1.629
14/3/2019 13:06:00,496.7,27.2,83.9,1.002
14/3/2019 13:09:00,579.5,27.01,85,0.791
14/3/2019 13:12:00,455.3,26.86,85.2,1.003
14/3/2019 13:15:00,378,27.51,81.4,1.007
14/3/2019 13:18:00,268.8,27.4,81.7,1.088
14/3/2019 13:21:00,215,27.58,80.1,0.939
14/3/2019 13:24:00,193.1,27.04,84.4,1.691
14/3/2019 13:27:00,170.2,27.07,83.9,1.456
14/3/2019 13:30:00,151,26.86,85.7,1.464
14/3/2019 13:33:00,136.4,26.86,83.8,0.408
14/3/2019 13:36:00,153.9,26.75,85.7,0.628
14/3/2019 13:39:00,233.7,26.64,86,0.473
14/3/2019 13:42:00,348.2,27.22,82.5,0.824
14/3/2019 13:45:00,698.2,27.02,83.5,1.801
14/3/2019 13:48:00,523,27.04,82.4,0.941
14/3/2019 13:51:00,506.4,27.23,82.8,1.005
14/3/2019 13:54:00,491.3,27.25,82.9,2.668
14/3/2019 13:57:00,461.9,27.32,82.6,1.987
14/3/2019 14:00:00,480.3,27.31,82.3,1.1
14/3/2019 14:03:00,499.6,27.5,80.3,0.819
14/3/2019 14:06:00,515.8,27.19,81,2.839
14/3/2019 14:09:00,438.3,27.55,80.2,2.963
14/3/2019 14:12:00,848,27.19,81.8,3.342
14/3/2019 14:15:00,859,27.5,80.8,2.476
14/3/2019 14:18:00,671.5,28.46,75.35,0.232
14/3/2019 14:21:00,600.3,28.42,77.86,1.407
14/3/2019 14:24:00,355.5,28.06,77.35,3.298
14/3/2019 14:27:00,371,27.54,77.95,3.173
14/3/2019 14:30:00,841,27.7,76.69,0.781
14/3/2019 14:33:00,1100,27.98,76.16,0.657
14/3/2019 14:36:00,1092,27.77,75.23,3.423
14/3/2019 14:39:00,1003,28.41,72.2,2.33
14/3/2019 14:42:00,1013,28.24,71.51,2.314
14/3/2019 14:45:00,913,28.24,74.49,2.924
14/3/2019 14:48:00,655.2,28.09,74.6,2.362
14/3/2019 14:51:00,536.2,27.94,76.09,3.664
14/3/2019 14:54:00,473.7,28.21,74.22,1.754
14/3/2019 14:57:00,591.3,28.05,74.12,2.327
14/3/2019 15:00:00,671.5,28.08,74.89,2.688
14/3/2019 15:03:00,670.5,28.24,74.01,1.949
14/3/2019 15:06:00,567.5,28.55,74.59,1.74
14/3/2019 15:09:00,520.4,28.21,75.63,1.728
14/3/2019 15:12:00,773,28.21,77.02,3.553
14/3/2019 15:15:00,502.1,28.16,77.55,1.191
14/3/2019 15:18:00,666.7,28.16,78.01,1.701
14/3/2019 15:21:00,982,28,78.3,2.328
14/3/2019 15:24:00,966,27.75,78.99,3.004
14/3/2019 15:27:00,1052,28,78.44,2.541
14/3/2019 15:30:00,1016,28.33,75.23,1.604
14/3/2019 15:33:00,1153,28.64,72.68,1.757
14/3/2019 15:36:00,929,28.46,74.02,3.125
14/3/2019 15:39:00,1175,28.17,77.38,1.793
14/3/2019 15:42:00,979,28.5,75.85,2.19
14/3/2019 15:45:00,740.9,28.36,76.8,2.492
14/3/2019 15:48:00,728.8,28.2,79.12,2.992
14/3/2019 15:51:00,814,28.22,76.76,2.906
14/3/2019 15:54:00,527.3,28.29,77.99,1.724
14/3/2019 15:57:00,601.9,28.45,76.74,1.283
14/3/2019 16:00:00,1254,28.06,78.99,2.671
14/3/2019 16:03:00,1183,28.31,77.17,4.002
14/3/2019 16:06:00,653.8,28.6,77.91,1.925
14/3/2019 16:09:00,798.1,28.1,79.55,3.778
14/3/2019 16:12:00,606.2,27.82,79.02,4.361
14/3/2019 16:15:00,732.7,27.84,77.69,3.059
14/3/2019 16:18:00,1035,27.86,78.22,3.693
14/3/2019 16:21:00,1140,27.74,78.24,2.23
14/3/2019 16:24:00,568.1,27.9,79,2.074
14/3/2019 16:27:00,553.4,27.77,80,3.152
14/3/2019 16:30:00,622.8,28.49,74.77,1.211
14/3/2019 16:33:00,508.8,28.1,77.92,2.586
14/3/2019 16:36:00,418.4,27.76,78.99,2.762
14/3/2019 16:39:00,449.2,27.67,80,2.718
14/3/2019 16:42:00,443.6,27.58,79.43,4.106
14/3/2019 16:45:00,397.5,27.44,80.9,3.697
14/3/2019 16:48:00,382.2,27.43,80.8,2.54
14/3/2019 16:51:00,421.9,27.38,81.7,2.517
14/3/2019 16:54:00,500.1,27.23,82.7,3.915
14/3/2019 16:57:00,609.1,27.15,81.4,3.183
14/3/2019 17:00:00,436.6,27.27,81.5,3.621
14/3/2019 17:03:00,403.9,27.27,81.9,1.383
14/3/2019 17:06:00,366.2,27.33,80.2,2.073
14/3/2019 17:09:00,768,27.11,81.2,2.4
14/3/2019 17:12:00,453.5,27.37,79.76,1.081
14/3/2019 17:15:00,267.9,27.25,80.7,2.509
14/3/2019 17:18:00,197.2,27,82.6,3.004
14/3/2019 17:21:00,194.3,26.81,84.7,4.176
14/3/2019 17:24:00,213.3,26.4,85.8,4.54
14/3/2019 17:27:00,273.2,26.48,85.1,2.098
14/3/2019 17:30:00,273.7,26.41,85.8,1.988
14/3/2019 17:33:00,192.4,26.31,86.9,3.602
14/3/2019 17:36:00,211.5,26.17,88.1,1.565
14/3/2019 17:39:00,314.9,26.67,84.6,0.309
14/3/2019 17:42:00,278.8,26.31,86,1.154
14/3/2019 17:45:00,289,26.46,86.8,1.59
14/3/2019 17:48:00,299.6,26.44,86.4,4.197
14/3/2019 17:51:00,303.7,26.33,85.6,3.54
14/3/2019 17:54:00,962,26.5,83.4,0.772
14/3/2019 17:57:00,852,26.65,83.7,1.169
14/3/2019 18:00:00,768.1,27.13,81.2,0.816
14/3/2019 18:03:00,236.6,27.12,80.3,0.925
14/3/2019 18:06:00,298.4,26.99,82.2,3.362
14/3/2019 18:09:00,261.5,26.79,82.1,2.036
14/3/2019 18:12:00,267.5,26.7,82.4,1.842
14/3/2019 18:15:00,297.1,26.7,81.3,2.623
14/3/2019 18:18:00,273.9,26.83,81.2,1.579
14/3/2019 18:21:00,302.5,26.81,82.1,2.509
14/3/2019 18:24:00,285.5,26.74,81.3,2.148
14/3/2019 18:27:00,273.6,26.61,81.3,2.928
14/3/2019 18:30:00,348.2,27.06,80.4,0.481
14/3/2019 18:33:00,297.2,26.81,81.8,1.436
14/3/2019 18:36:00,315.3,26.65,82.9,1.039
14/3/2019 18:39:00,217,26.75,81.8,2.631
14/3/2019 18:42:00,167.2,26.98,80.1,1.696
14/3/2019 18:45:00,137,26.6,82.4,3.333
14/3/2019 18:48:00,188.4,26.44,82.7,3.832
14/3/2019 18:51:00,221.1,26.22,84.1,5.105
14/3/2019 18:54:00,260.2,26.11,84.3,4.429
14/3/2019 18:57:00,267.5,26.09,84.8,4.006
14/3/2019 19:00:00,246.7,26,84.7,4.005
14/3/2019 19:03:00,248.2,26.1,83.4,2.782
14/3/2019 19:06:00,211.7,26.02,83.5,3.226
14/3/2019 19:09:00,155.4,26.09,83.2,3.383
14/3/2019 19:12:00,155.5,26.08,83,2.679
14/3/2019 19:15:00,161.2,26.02,84.9,3.857
14/3/2019 19:18:00,173.3,25.94,85.5,3.582
14/3/2019 19:21:00,169.9,26.03,84,4.302
14/3/2019 19:24:00,264.3,26.08,83.2,3.645
14/3/2019 19:27:00,312.6,26.13,83.7,2.925
14/3/2019 19:30:00,227.5,26.15,83.9,2.523
14/3/2019 19:33:00,217.2,26.4,82.8,3.115
14/3/2019 19:36:00,241.1,26.3,82.5,2.455
14/3/2019 19:39:00,256.3,26.16,83.5,4.229
14/3/2019 19:42:00,226.2,26.09,83.2,3.938
14/3/2019 19:45:00,210.5,26.05,84.7,4.457
14/3/2019 19:48:00,157.7,26.03,83.6,2.147
14/3/2019 19:51:00,116.3,26.18,83.4,2.287
14/3/2019 19:54:00,108.1,26.02,83.7,3.238
14/3/2019 19:57:00,104.8,25.77,85.2,4.18
14/3/2019 20:00:00,79.72,25.71,85.1,2.831
14/3/2019 20:03:00,90.8,25.76,84.9,2.427
14/3/2019 20:06:00,81.1,25.77,84.6,1.496
14/3/2019 20:09:00,71.8,25.64,85.8,2.76
14/3/2019 20:12:00,56.08,25.63,85.4,1.709
14/3/2019 20:15:00,54.8,25.63,85.6,3.22
14/3/2019 20:18:00,35.48,25.49,86,3.045
14/3/2019 20:21:00,26.02,25.32,86.4,3.751
14/3/2019 20:24:00,25,25.36,86,3.258
14/3/2019 20:27:00,9.07,25.26,85.5,4.119
14/3/2019 20:30:00,5.508,25.19,85.8,3.611
14/3/2019 20:33:00,8.18,25.13,86.3,2.568
14/3/2019 20:36:00,8.68,25.18,86.4,1.51
14/3/2019 20:39:00,9.29,25.24,85.7,1.955
14/3/2019 20:42:00,9.64,25.13,85.2,1.537
14/3/2019 20:45:00,13.6,25.24,87,2.114
14/3/2019 20:48:00,18.56,25.22,86.1,1.821
14/3/2019 20:51:00,27.3,25.29,86.6,0.593
14/3/2019 20:54:00,31.47,25.28,85.9,1.691
14/3/2019 20:57:00,28.04,25.24,85.1,2.682
14/3/2019 21:00:00,19.83,25.24,85.7,2.278
14/3/2019 21:03:00,15.56,25.26,84.8,1.034
